XiangQi family;no promotion;xiangqi/minixiangqi.htm;;minixiangqi;1973 S. Kusumoto
XiangQi family;dark;xiangqi/dark-minixiangqi.htm;;dark-minixiangqi;1973 S. Kusumoto
XiangQi family;with promotion;xiangqi/minixiangqi-prom.htm;;minixiangqi;1973 S. Kusumoto
