Altai Shatra;;checkers/shatra.htm;https://en.wikipedia.org/wiki/Shatra_(game);shatra-1;
Altai Shatra;;checkers/altai-shatra.htm;https://en.wikipedia.org/wiki/Shatra_(game);shatra-2;
