Chess family;Legan Chess;checkmate/legan-chess.htm;https://en.wikipedia.org/wiki/Legan_chess;legan-chess;1913 L. Legan
Chess family;Dark Legan Chess;checkmate/dark-legan-chess.htm;https://en.wikipedia.org/wiki/Legan_chess;dark-legan-chess;1913 L. Legan
