Chess family;Glinski's Chess;checkmate/glinski.htm;https://en.wikipedia.org/wiki/Hexagonal_chess#Gli%C5%84ski's_hexagonal_chess;glinski;1936 Wladyslaw Glinski
Chess family;Dark Glinski's Chess;checkmate/dark-glinski.htm;https://en.wikipedia.org/wiki/Hexagonal_chess#Gli%C5%84ski's_hexagonal_chess;dark-glinski;1936 Wladyslaw Glinski
Chess family;Glinski's Cheskers;checkmate/glinski-cheskers.htm;;glinski-cheskers;1936 Wladyslaw Glinski
