Checkers games;80 Cells Checkers;checkers/80-cells-checkers.htm;https://en.wikipedia.org/wiki/Russian_draughts;80-cells-checkers;Nikolay Spancireti
Checkers games;80 Cells Checkers;checkers/8x10-cells-checkers.htm;;8x10-cells-checkers;Stepanov Oleg
