Chess family;Makruk;checkmate/makruk.htm;https://en.wikipedia.org/wiki/Makruk;makruk;
Chess family;Dark Makruk;checkmate/dark-makruk.htm;https://en.wikipedia.org/wiki/Makruk;dark-makruk;
