Elimination games;Four Lines Kono;elimination/kono.htm;http://www.di.fc.ul.pt/~jpn/gv/kono2.htm;kono;
Chess family;Nam Dinh;checkmate/nam-dinh.htm;http://mlwi.magix.net/bg/nam_dinh.htm;nam-dinh;
