Solitaire;British Solitaire;solitaire/british.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire;
Solitaire;Latin cross;solitaire/british_2.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_2;
Solitaire;Greek cross;solitaire/british_3.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_3;
Solitaire;Large cross;solitaire/british_4.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_4;
Solitaire;Tiny Diamond;solitaire/british_5.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_5;
Solitaire;Diamond;solitaire/british_6.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_6;
Solitaire;Tiny Pyramid;solitaire/british_7.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_7;
Solitaire;Pyramid;solitaire/british_8.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_8;
Solitaire;Arrow;solitaire/british_9.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_9;
Solitaire;Double Arrow;solitaire/british_10.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_10;
Solitaire;Huge Arrow;solitaire/british_11.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_11;
Solitaire;Four Knights;solitaire/british_12.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_12;
Solitaire;Christmas Tree;solitaire/british_13.htm;https://en.wikipedia.org/wiki/Solitaire;solitaire_13;
Solitaire;French Solitaire;solitaire/french.htm;https://en.wikipedia.org/wiki/Solitaire;french-solitaire;
Solitaire;Cross;solitaire/french_2.htm;https://en.wikipedia.org/wiki/Solitaire;french-solitaire_2;
Solitaire;Hat;solitaire/french_3.htm;https://en.wikipedia.org/wiki/Solitaire;french-solitaire_3;
Solitaire;Octagon;solitaire/french_4.htm;https://en.wikipedia.org/wiki/Solitaire;french-solitaire_4;
Solitaire;Butterfly;solitaire/french_5.htm;https://en.wikipedia.org/wiki/Solitaire;french-solitaire_5;
Solitaire;Square;solitaire/french_6.htm;https://en.wikipedia.org/wiki/Solitaire;french-solitaire_6;
Solitaire;German Solitaire;solitaire/german.htm;https://en.wikipedia.org/wiki/Solitaire;german;
Solitaire;Modern Solitaire;solitaire/modern.htm;https://en.wikipedia.org/wiki/Solitaire;modern;
Solitaire;8x3 Solitaire;solitaire/8x3-solitaire.htm;https://en.wikipedia.org/wiki/Solitaire;8x3-solitaire;
