Checkers games;Choko;checkers-like/choko.htm;https://en.wikipedia.org/wiki/Choko_(game);choko;
Custodian games;Seega;custodian/seega.htm;http://www.cyningstan.com/game/120/seega;seega;
Checkers games;High Jump;checkers-like/high-jump.htm;https://en.wikipedia.org/wiki/High_Jump_(game);high-jump;
Checkers games;Nat Klab Al-shawk;checkers-like/nat-klab-al-shawk-variant.htm;;nat-klab;
Custodian games;Ludus Latrunculi;custodian/latrunculi.htm;https://en.wikipedia.org/wiki/Ludus_latrunculorum;latrunculi;
