Checkers games;80 Column Checkers;checkers/80-columns-checkers.htm;https://en.wikipedia.org/wiki/Bashni;80-cells-columns;
Checkers games;80 Column Checkers;checkers/8x10-columns-checkers.htm;;8x10-cells-columns;
