Checkers games;Alquerque;checkers-like/alquerque.htm;https://en.wikipedia.org/wiki/Alquerque;alquerque;
Checkers games;Double Alquerque;checkers-like/double-alquerque.htm;;double-alquerque;
Checkers games;Bagh-Chal;checkers-like/bagh-chal.htm;https://en.wikipedia.org/wiki/Bagh-Chal;bagh-chal;
Checkers games;Dablot Child;checkers-like/dablot-child.htm;https://en.wikipedia.org/wiki/Dablot_Prejjesne;dablot-child;
Checkers games;Dablot Frostviken;checkers-like/dablot-frostviken.htm;https://en.wikipedia.org/wiki/Dablot_Prejjesne;dablot-frostviken;
Checkers games;Dablot Asele;checkers-like/dablot-asele.htm;https://en.wikipedia.org/wiki/Dablot_Prejjesne;dablot-asele;
Checkers games;Dablot Dares;checkers-like/dablot-dares-5.htm;https://en.wikipedia.org/wiki/Dablot_Prejjesne;dablot-dares;
Checkers games;Dablot Prejjesne;checkers-like/dablot-prejjesne.htm;https://en.wikipedia.org/wiki/Dablot_Prejjesne;dablot-prejjesne;
Checkers games;Kharbaga;checkers-like/kharbaga.htm;https://en.wikipedia.org/wiki/Kharbaga;kharbaga;
Checkers games;Zamma;checkers-like/zamma.htm;https://en.wikipedia.org/wiki/Zamma;zamma;
Checkers games;Permainan Tabal;checkers-like/permainan-tabal.htm;https://en.wikipedia.org/wiki/Permainan-Tabal;permainan-tabal;
